KADDB;AVX512DQ;FM_ADD;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KADDD;AVX512BW;FM_ADD;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KADDQ;AVX512BW;FM_ADD;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KADDW;AVX512DQ;FM_ADD;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDB;AVX512DQ;FM_AND;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDD;AVX512BW;FM_AND;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDNB;AVX512DQ;FM_AND;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDND;AVX512BW;FM_AND;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDNQ;AVX512BW;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDNW;AVX512F;FM_AND;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDQ;AVX512BW;FM_AND;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KANDW;AVX512F;FM_AND;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KMOVB;AVX512DQ;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KMOVB;AVX512DQ;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
KMOVB;AVX512DQ;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KMOVD;AVX512BW;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KMOVD;AVX512BW;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
KMOVD;AVX512BW;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KMOVQ;AVX512BW;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KMOVQ;AVX512BW;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
KMOVQ;AVX512BW;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_STDQUAD_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KMOVW;AVX512F;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KMOVW;AVX512F;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
KMOVW;AVX512F;FM_MOV;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_STDLONG_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KNOTB;AVX512DQ;FM_NOT;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KNOTD;AVX512BW;FM_NOT;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KNOTQ;AVX512BW;FM_NOT;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KNOTW;AVX512F;FM_NOT;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KORB;AVX512DQ;FM_OR;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KORD;AVX512BW;FM_OR;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KORQ;AVX512BW;FM_OR;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KORTESTB;AVX512DQ;FM_CMP;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KORTESTD;AVX512BW;FM_CMP;A_NA;S_NO;T_BIT;DATASZ_32b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KORTESTQ;AVX512BW;FM_CMP;A_NA;S_NO;T_BIT;DATASZ_64b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KORTESTW;AVX512F;FM_CMP;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;2;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;;0;
KORW;AVX512F;FM_OR;A_NA;S_NO;T_BIT;DATASZ_16b;DATASZ_UNDEF;3;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
KSHIFTLB;AVX512DQ;FM_SHIFT;A_NA;S_NO;T_BIT;DATASZ_8b;DATASZ_UNDEF;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_MASK_READ;OPRN_REGISTER_MASK_WRITE;;0;
