CVTSD2SI;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
CVTSD2SI;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
CVTSD2SS;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTSI2SD;SSE2;FM_CVT;A_NA;S_YES;T_SINT;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTSI2SD;SSE2;FM_CVT;A_NA;S_YES;T_SINT;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTSI2SS;SSE;FM_CVT;A_NA;S_YES;T_SINT;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTSI2SS;SSE;FM_CVT;A_NA;S_YES;T_SINT;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTSS2SD;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTSS2SI;SSE;FM_CVT;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
CVTSS2SI;SSE;FM_CVT;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
CVTTPD2DQ;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTTPS2DQ;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
CVTTSD2SI;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
CVTTSD2SI;SSE2;FM_CVT;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
CVTTSS2SI;SSE;FM_CVT;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_STDLONG_WRITE;;;0;
CVTTSS2SI;SSE;FM_CVT;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_STDQUAD_WRITE;;;0;
DIVPD;SSE2;FM_DIV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
DIVPS;SSE;FM_DIV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
DIVSD;SSE2;FM_DIV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
DIVSS;SSE;FM_DIV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
DPPD;SSE4_1;FM_OTHER_ARITH;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;0;
DPPS;SSE4_1;FM_OTHER_ARITH;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;0;
EXTRACTPS;SSE4_1;FM_MERGE;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM32b_WRITE;;0;
HADDPD;SSE3;FM_ADD;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
HADDPS;SSE3;FM_ADD;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
HSUBPD;SSE3;FM_SUB;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
HSUBPS;SSE3;FM_SUB;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
INSERTPS;SSE4_1;FM_MERGE;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_WRITE;;0;
LDDQU;SSE3;FM_LOAD;A_NA;S_YES;T_UINT;DATASZ_128b;DATASZ_128b;2;OPRN_MEMORY_MEM_READ;OPRN_REGISTER_XMM_WRITE;;;0;
LDMXCSR;SSE;FM_ENV;A_NA;S_NO;T_UNDEF;DATASZ_UNDEF;DATASZ_UNDEF;1;OPRN_MEMORY_MEM32b_READ;;;;0;
MAXPD;SSE2;FM_MAX;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MAXPS;SSE;FM_MAX;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MAXSD;SSE2;FM_MAX;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MAXSS;SSE;FM_MAX;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MINPD;SSE2;FM_MIN;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MINPS;SSE;FM_MIN;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MINSD;SSE2;FM_MIN;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MINSS;SSE;FM_MIN;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MOVAPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVAPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVAPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVAPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVDDUP;SSE3;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVDQA;SSE2;FM_MOV;A_NA;S_YES;T_INT;DATASZ_128b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVDQA;SSE2;FM_MOV;A_NA;S_YES;T_INT;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVDQU;SSE2;FM_MOV;A_NA;S_YES;T_INT;DATASZ_128b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVDQU;SSE2;FM_MOV;A_NA;S_YES;T_INT;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVD;SSE2;FM_MOV;A_NA;S_YES;T_UNDEF;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVD;SSE2;FM_MOV;A_NA;S_YES;T_UNDEF;DATASZ_32b;DATASZ_32b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM32b_WRITE;;;0;
MOVHPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MOVHPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM64b_WRITE;;;0;
MOVHPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MOVHPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_64b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM64b_WRITE;;;0;
MOVLPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MOVLPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM64b_WRITE;;;0;
MOVLPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MOVLPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_64b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM64b_WRITE;;;0;
MOVNTDQA;SSE4_1;FM_MOV;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVNTDQ;SSE2;FM_MOV;A_NA;S_YES;T_UNDEF;DATASZ_128b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVNTPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVNTPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVQ;SSE2;FM_MOV;A_NA;S_YES;T_UNDEF;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVQ;SSE2;FM_MOV;A_NA;S_YES;T_UNDEF;DATASZ_64b;DATASZ_64b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM64b_WRITE;;;0;
MOVSD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVSD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM64b_WRITE;;;0;
MOVSHDUP;SSE3;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_64b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVSLDUP;SSE3;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_64b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVSS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVSS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM32b_WRITE;;;0;
MOVUPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVUPD;SSE2;FM_MOV;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MOVUPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
MOVUPS;SSE;FM_MOV;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_WRITE;;;0;
MPSADBW;SSE4_1;FM_DSP;A_NA;S_YES;T_UINT;DATASZ_8b;DATASZ_128b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;0;
MULPD;SSE2;FM_MUL;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MULPS;SSE;FM_MUL;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MULSD;SSE2;FM_MUL;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
MULSS;SSE;FM_MUL;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_32b;2;OPRN_MEMORY_MEM32b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ORPD;SSE2;FM_OR;A_NA;S_YES;T_FP;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
ORPS;SSE;FM_OR;A_NA;S_YES;T_FP;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PABSB;SSSE3;FM_ABS;A_NA;S_YES;T_INT;DATASZ_8b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
PABSB;SSSE3;FM_ABS;A_NA;S_YES;T_INT;DATASZ_8b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_MMX_WRITE;;;0;
PABSD;SSSE3;FM_ABS;A_NA;S_YES;T_INT;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
PABSD;SSSE3;FM_ABS;A_NA;S_YES;T_INT;DATASZ_32b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_MMX_WRITE;;;0;
PABSW;SSSE3;FM_ABS;A_NA;S_YES;T_INT;DATASZ_16b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_WRITE;;;0;
PABSW;SSSE3;FM_ABS;A_NA;S_YES;T_INT;DATASZ_16b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_MMX_WRITE;;;0;
PACKSSDW;SSE2;FM_CVT;A_NA;S_YES;T_SINT;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PACKSSWB;SSE2;FM_CVT;A_NA;S_YES;T_SINT;DATASZ_16b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PACKUSDW;SSE4_1;FM_CVT;A_NA;S_YES;T_UINT;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PACKUSWB;SSE2;FM_CVT;A_NA;S_YES;T_UINT;DATASZ_16b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDB;SSE2;FM_ADD;A_NA;S_YES;T_INT;DATASZ_8b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDD;SSE2;FM_ADD;A_NA;S_YES;T_INT;DATASZ_32b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDQ;SSE2;FM_ADD;A_NA;S_YES;T_INT;DATASZ_64b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDQ;SSE2;FM_ADD;A_NA;S_YES;T_INT;DATASZ_64b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_MMX_READ_WRITE;;;0;
PADDSB;SSE2;FM_ADD;A_NA;S_YES;T_SINT;DATASZ_8b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDSW;SSE2;FM_ADD;A_NA;S_YES;T_SINT;DATASZ_16b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDUSB;SSE2;FM_ADD;A_NA;S_YES;T_UINT;DATASZ_8b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDUSW;SSE2;FM_ADD;A_NA;S_YES;T_UINT;DATASZ_16b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PADDW;SSE2;FM_ADD;A_NA;S_YES;T_INT;DATASZ_16b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PALIGNR;SSSE3;FM_MERGE;A_NA;S_YES;T_UNDEF;DATASZ_UNDEF;DATASZ_32b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_MMX_READ_WRITE;;0;
PALIGNR;SSSE3;FM_MERGE;A_NA;S_YES;T_UNDEF;DATASZ_UNDEF;DATASZ_64b;3;OPRN_IMMEDIATE_BYTE_ROLE_UNDEF;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;0;
PANDN;SSE2;FM_AND;A_NA;S_YES;T_BIT;DATASZ_128b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PAND;SSE2;FM_AND;A_NA;S_YES;T_BIT;DATASZ_128b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PAVGB;SSE2;FM_AVG;A_NA;S_YES;T_UINT;DATASZ_8b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PAVGB;SSE;FM_AVG;A_NA;S_YES;T_UINT;DATASZ_8b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_MMX_READ_WRITE;;;0;
PAVGW;SSE2;FM_AVG;A_NA;S_YES;T_UINT;DATASZ_16b;DATASZ_128b;2;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;;0;
PAVGW;SSE;FM_AVG;A_NA;S_YES;T_UINT;DATASZ_16b;DATASZ_64b;2;OPRN_MEMORY_MEM64b_READ;OPRN_REGISTER_MMX_READ_WRITE;;;0;
PBLENDVB;SSE4_1;FM_MERGE;A_NA;S_YES;T_UNDEF;DATASZ_8b;DATASZ_128b;3;OPRN_REGISTER_XMM_READ;OPRN_MEMORY_MEM128b_READ;OPRN_REGISTER_XMM_READ_WRITE;;0;
